,type,gender_guessed,Height,Width,is_flat,age,years_selling,Uniqueness,is_signed,gallery,price_numeric,painting,description_present,location,image_path
11324,Unique work,female,15.4,22.8,Not flat,4.0,8.0,Unique,signed,gallery,364.0,acrylic,Present,other,images_thesis\1174476_1_m.jpg
11325,Unique work,female,31.5,31.5,Not flat,6.0,10.0,Unique,signed,gallery,972.0,oil,No description,France,images_thesis\1174104_1_m.jpg
11326,Unique work,female,31.5,31.5,Not flat,10.0,10.0,Unique,signed,gallery,972.0,oil,No description,France,images_thesis\1174089_1_m.jpg
11327,Unique work,female,31.5,31.5,Not flat,6.0,10.0,Unique,signed,gallery,972.0,oil,No description,France,images_thesis\1174083_1_m.jpg
11328,Unique work,female,31.5,31.5,Not flat,7.0,10.0,Unique,signed,gallery,972.0,oil,No description,France,images_thesis\1174062_1_m.jpg
11329,Unique work,female,39.4,27.6,Not flat,7.0,10.0,Unique,signed,gallery,972.0,oil,No description,France,images_thesis\1174008_1_m.jpg
11330,Unique work,female,15.7,15.7,Not flat,4.0,5.0,Unique,signed,gallery,559.0,other,Present,other,images_thesis\1149633_1_m.jpg
11331,Unique work,female,15.7,15.7,Not flat,4.0,5.0,Unique,signed,gallery,583.0,other,No description,other,images_thesis\1149624_1_m.jpg
11332,Unique work,female,15.7,11.8,Not flat,4.0,5.0,Unique,signed,gallery,481.0,oil,Present,other,images_thesis\1122960_1_m.jpg
11333,Unique work,male,38.2,51.2,Not flat,4.0,9.0,Unique,signed,gallery,1032.0,acrylic,No description,France,images_thesis\1101651_1_m.jpg
11334,Unique work,female,48.0,48.0,Not flat,4.0,6.0,Unique,signed,independent,3522.0,other,Present,other,images_thesis\991086_1_m.jpg
11335,Unique work,female,47.2,47.2,Not flat,5.0,6.0,Unique,signed,independent,3522.0,other,Present,other,images_thesis\958677_1_m.jpg
11336,Unique work,female,47.2,39.4,Not flat,6.0,6.0,Unique,signed,independent,3158.0,acrylic,Present,other,images_thesis\744906_1_m.jpg
11337,Unique work,male,59.1,43.3,Flat,6.0,12.0,Unique,signed,gallery,11903.0,other,No description,France,images_thesis\590454_1_m.jpg
11338,Unique work,unknown,31.9,25.6,Not flat,0.0,8.0,Unique,signed,gallery,1020.0,acrylic,Present,France,images_thesis\2333871_1_m.jpg
11339,Unique work,male,39.4,39.4,Not flat,1.0,5.0,Unique,signed,independent,6802.0,oil,Present,other,images_thesis\2326757_1_m.jpg
11340,Unique work,male,41.3,61.0,Not flat,0.0,3.0,Unique,signed,independent,2903.0,acrylic,No description,other,images_thesis\2326579_1_m.jpg
11341,Unique work,unknown,31.9,25.6,Not flat,0.0,8.0,Unique,signed,gallery,1020.0,acrylic,Present,France,images_thesis\2326440_1_m.jpg
11342,Unique work,unknown,27.6,19.7,Not flat,0.0,7.0,Unique,signed,gallery,1458.0,other,Present,France,images_thesis\2322504_1_m.jpg
11343,Unique work,unknown,27.6,19.7,Not flat,0.0,7.0,Unique,signed,gallery,1202.0,other,Present,France,images_thesis\2315944_1_m.jpg
11344,Unique work,unknown,8.7,6.3,Not flat,1.0,1.0,Unique,signed,gallery,1458.0,acrylic,No description,France,images_thesis\2314478_1_m.jpg
11345,Unique work,female,31.5,31.5,Not flat,0.0,4.0,Unique,signed,gallery,2308.0,acrylic,No description,France,images_thesis\2313604_1_m.jpg
11346,Unique work,male,39.4,27.6,Not flat,0.0,3.0,Unique,signed,independent,1130.0,acrylic,Present,other,images_thesis\2312873_1_m.jpg
11347,Unique work,male,27.6,39.4,Not flat,1.0,3.0,Unique,signed,independent,1093.0,acrylic,No description,other,images_thesis\2312410_1_m.jpg
11348,Unique work,unknown,27.6,19.7,Not flat,0.0,10.0,Unique,signed,gallery,8381.0,acrylic,No description,France,images_thesis\2310039_1_m.jpg
11349,Unique work,unknown,10.0,8.0,Not flat,0.0,3.0,Unique,signed,gallery,8502.0,oil,No description,other,images_thesis\2307026_1_m.jpg
11350,Unique work,female,47.2,28.7,Not flat,0.0,4.0,Unique,signed,independent,960.0,other,Present,Ukraine,images_thesis\2303240_1_m.jpg
11351,Unique work,unknown,30.5,21.5,Not flat,0.0,3.0,Unique,signed,gallery,23685.0,oil,Present,France,images_thesis\2301060_1_m.jpg
11352,Unique work,unknown,10.0,8.0,Not flat,2.0,3.0,Unique,signed,gallery,8502.0,oil,Present,France,images_thesis\2301042_1_m.jpg
11353,Unique work,unknown,10.0,8.0,Not flat,4.0,3.0,Unique,signed,gallery,8502.0,other,Present,France,images_thesis\2300779_1_m.jpg
11354,Unique work,male,37.4,19.7,Not flat,20.0,4.0,Unique,signed,gallery,2186.0,acrylic,Present,other,images_thesis\2299010_1_m.jpg
11355,Unique work,male,36.2,28.7,Not flat,0.0,9.0,Unique,signed,gallery,3097.0,acrylic,Present,France,images_thesis\2286000_1_m.jpg
11356,Unique work,unknown,15.7,11.8,Not flat,1.0,8.0,Unique,signed,gallery,607.0,other,Present,other,images_thesis\2283021_1_m.jpg
11357,Unique work,female,31.5,31.5,Not flat,1.0,9.0,Unique,signed,gallery,2308.0,acrylic,No description,France,images_thesis\2282009_1_m.jpg
11358,Unique work,male,51.2,43.3,Not flat,1.0,10.0,Unique,signed,gallery,4736.0,acrylic,No description,Spain,images_thesis\2280475_1_m.jpg
11359,Unique work,unknown,28.0,23.0,Not flat,2.0,3.0,Unique,signed,gallery,21863.0,other,Present,France,images_thesis\2275080_1_m.jpg
11360,Unique work,unknown,19.7,24.0,Not flat,13.0,1.0,Unique,signed,gallery,680.0,other,Present,Ukraine,images_thesis\2272703_1_m.jpg
11361,Unique work,male,39.4,31.5,Not flat,1.0,10.0,Unique,signed,gallery,3761.0,acrylic,No description,Spain,images_thesis\2260233_1_m.jpg
11362,Unique work,male,38.2,51.2,Not flat,1.0,10.0,Unique,signed,gallery,4806.0,acrylic,No description,Spain,images_thesis\2260231_1_m.jpg
11363,Unique work,female,24.0,19.7,Not flat,1.0,3.0,Unique,signed,independent,668.0,other,Present,France,images_thesis\2256293_1_m.jpg
11364,Unique work,female,31.5,31.5,Not flat,7.0,9.0,Unique,signed,gallery,2308.0,acrylic,No description,France,images_thesis\2243081_1_m.jpg
11365,Unique work,female,43.3,80.7,Not flat,0.0,4.0,Unique,signed,independent,4373.0,acrylic,Present,Spain,images_thesis\2236836_1_m.jpg
11366,Unique work,female,37.4,47.2,Not flat,1.0,4.0,Unique,signed,independent,3948.0,acrylic,Present,Spain,images_thesis\2235602_1_m.jpg
11367,Unique work,female,37.4,47.2,Not flat,2.0,4.0,Unique,signed,independent,3948.0,acrylic,Present,Spain,images_thesis\2235600_1_m.jpg
11368,Unique work,female,66.9,37.4,Not flat,0.0,4.0,Unique,signed,independent,2041.0,acrylic,Present,Spain,images_thesis\2232691_1_m.jpg
11369,Unique work,female,45.3,74.8,Not flat,1.0,4.0,Unique,signed,independent,3547.0,acrylic,Present,Spain,images_thesis\2228754_1_m.jpg
11370,Unique work,female,59.1,37.4,Not flat,1.0,4.0,Unique,signed,independent,2186.0,other,Present,Spain,images_thesis\2228752_1_m.jpg
11371,Unique work,female,59.1,37.4,Not flat,1.0,4.0,Unique,signed,independent,2247.0,other,Present,Spain,images_thesis\2228750_1_m.jpg
11372,Unique work,unknown,19.7,27.6,Not flat,9.0,10.0,Unique,signed,gallery,2429.0,acrylic,No description,France,images_thesis\2215674_1_m.jpg
11373,Unique work,male,28.7,23.6,Not flat,0.0,4.0,Unique,signed,gallery,2672.0,acrylic,Present,France,images_thesis\2209850_1_m.jpg
11374,Unique work,female,23.6,17.7,Not flat,1.0,1.0,Unique,signed,gallery,840.0,oil,Present,Ukraine,images_thesis\2195855_1_m.jpg
11375,Unique work,male,19.7,15.7,Not flat,1.0,5.0,Unique,signed,independent,1215.0,acrylic,No description,other,images_thesis\2193426_1_m.jpg
11376,Numbered and limited to 499 copies,unknown,23.6,23.6,Not flat,1.0,5.0,Copy,signed,gallery,656.0,other,No description,France,images_thesis\2181188_1_m.jpg
11377,Unique work,male,15.7,15.7,Not flat,1.0,5.0,Unique,signed,independent,1458.0,other,No description,other,images_thesis\2180549_1_m.jpg
11378,Unique work,male,31.5,23.6,Not flat,2.0,5.0,Unique,signed,independent,2186.0,acrylic,No description,other,images_thesis\2143711_1_m.jpg
11379,Unique work,male,23.6,23.6,Not flat,2.0,5.0,Unique,signed,independent,1822.0,acrylic,No description,other,images_thesis\2141522_1_m.jpg
11380,Unique work,male,23.6,23.6,Not flat,2.0,5.0,Unique,signed,independent,2186.0,oil,No description,other,images_thesis\2137708_1_m.jpg
11381,Unique work,unknown,24.4,18.1,Not flat,2.0,9.0,Unique,signed,gallery,1336.0,other,No description,France,images_thesis\2136074_1_m.jpg
11382,Unique work,unknown,24.4,18.1,Not flat,2.0,9.0,Unique,signed,gallery,1336.0,other,No description,France,images_thesis\2136071_1_m.jpg
11383,Unique work,unknown,24.4,18.1,Not flat,2.0,9.0,Unique,signed,gallery,1336.0,other,No description,France,images_thesis\2136066_1_m.jpg
11384,Unique work,unknown,29.5,22.4,Not flat,2.0,6.0,Unique,signed,gallery,4858.0,other,No description,France,images_thesis\2131357_1_m.jpg
11385,Unique work,male,28.0,28.0,Not flat,2.0,3.0,Unique,signed,gallery,3000.0,other,Present,other,images_thesis\2118333_1_m.jpg
11386,Unique work,male,23.6,23.6,Not flat,5.0,5.0,Unique,signed,independent,1822.0,other,No description,other,images_thesis\2084256_1_m.jpg
11387,Unique work,female,48.0,48.0,Not flat,2.0,6.0,Unique,signed,independent,4008.0,oil,Present,other,images_thesis\1983441_1_m.jpg
11388,Unique work,female,39.4,59.1,Not flat,2.0,6.0,Unique,signed,independent,3644.0,oil,Present,other,images_thesis\1945881_1_m.jpg
11389,Numbered and limited to 104 copies,unknown,7.9,31.5,Not flat,5.0,9.0,Copy,signed,gallery,2854.0,other,Present,France,images_thesis\1903926_1_m.jpg
11390,Unique work,female,47.2,39.4,Not flat,3.0,6.0,Unique,signed,independent,3279.0,acrylic,Present,other,images_thesis\1675083_1_m.jpg
11391,Unique work,unknown,9.8,15.7,Not flat,6.0,3.0,Unique,not signed,gallery,972.0,oil,Present,Ukraine,images_thesis\1630461_1_m.jpg
11392,Unique work,unknown,11.8,15.7,Not flat,6.0,3.0,Unique,not signed,gallery,972.0,oil,Present,Ukraine,images_thesis\1630440_1_m.jpg
11393,Unique work,unknown,9.8,13.8,Not flat,6.0,3.0,Unique,not signed,gallery,972.0,oil,Present,Ukraine,images_thesis\1630419_1_m.jpg
11394,Unique work,male,31.9,45.7,Not flat,3.0,9.0,Unique,signed,gallery,1215.0,acrylic,No description,France,images_thesis\1622520_1_m.jpg
11395,Unique work,female,27.6,78.7,Not flat,3.0,6.0,Unique,signed,independent,5223.0,acrylic,Present,other,images_thesis\1539579_1_m.jpg
11396,Unique work,female,39.4,47.2,Not flat,3.0,6.0,Unique,signed,independent,3401.0,oil,Present,other,images_thesis\1515732_1_m.jpg
11397,Unique work,female,39.4,47.2,Not flat,3.0,6.0,Unique,signed,independent,3401.0,oil,Present,other,images_thesis\1514232_1_m.jpg
11398,Unique work,female,47.2,39.4,Not flat,3.0,6.0,Unique,signed,independent,3279.0,other,Present,other,images_thesis\1514190_1_m.jpg
11399,Unique work,female,47.2,39.4,Not flat,3.0,6.0,Unique,signed,independent,3279.0,oil,Present,other,images_thesis\1486902_1_m.jpg
11400,Unique work,female,39.4,78.7,Not flat,3.0,6.0,Unique,signed,independent,4494.0,other,Present,other,images_thesis\1472661_1_m.jpg
11401,Unique work,unknown,29.5,45.3,Flat,3.0,8.0,Unique,signed,gallery,1700.0,acrylic,No description,France,images_thesis\1466238_1_m.jpg
11402,Unique work,male,35.0,51.2,Not flat,3.0,9.0,Unique,signed,gallery,1215.0,acrylic,No description,France,images_thesis\1415409_1_m.jpg
11403,Unique work,female,47.2,39.4,Not flat,3.0,6.0,Unique,signed,independent,3219.0,acrylic,Present,other,images_thesis\1374834_1_m.jpg
11404,Unique work,female,47.2,39.4,Not flat,3.0,6.0,Unique,signed,independent,3158.0,acrylic,Present,other,images_thesis\1318506_1_m.jpg
11405,Unique work,female,51.2,51.2,Not flat,3.0,6.0,Unique,signed,independent,5101.0,acrylic,Present,other,images_thesis\1314900_1_m.jpg
11406,Unique work,male,28.7,23.6,Not flat,8.0,12.0,Unique,signed,gallery,2186.0,acrylic,Present,France,images_thesis\1219161_1_m.jpg
11407,Unique work,female,55.1,43.3,Not flat,4.0,6.0,Unique,signed,independent,3644.0,other,Present,other,images_thesis\1211763_1_m.jpg
11408,Unique work,female,47.2,39.4,Not flat,4.0,6.0,Unique,signed,independent,3158.0,acrylic,Present,other,images_thesis\1051953_1_m.jpg
11409,Unique work,female,39.4,19.7,Not flat,4.0,5.0,Unique,signed,gallery,1943.0,other,Present,other,images_thesis\1049379_1_m.jpg
11410,Unique work,female,39.4,31.5,Not flat,5.0,8.0,Unique,signed,gallery,2186.0,other,Present,other,images_thesis\887982_1_m.jpg
11411,Unique work,female,27.6,27.6,Not flat,6.0,8.0,Unique,signed,gallery,1202.0,other,No description,other,images_thesis\668997_1_m.jpg
11412,Unique work,unknown,38.2,51.2,Flat,7.0,10.0,Unique,signed,gallery,3158.0,acrylic,Present,France,images_thesis\499619_1_m.jpg
11413,Unique work,unknown,44.9,76.8,Flat,7.0,10.0,Unique,signed,gallery,4373.0,acrylic,Present,France,images_thesis\499598_1_m.jpg
11414,Unique work,female,22.0,29.9,Not flat,10.0,8.0,Unique,signed,gallery,1798.0,other,No description,other,images_thesis\447345_1_m.jpg
11415,Unique work,female,47.2,31.5,Not flat,8.0,8.0,Unique,signed,gallery,2854.0,other,No description,other,images_thesis\434634_1_m.jpg
11416,Unique work,female,19.7,23.6,Not flat,27.0,8.0,Unique,signed,gallery,2672.0,oil,Present,other,images_thesis\422493_1_m.jpg
11417,Unique work,female,29.9,22.0,Not flat,10.0,8.0,Unique,signed,gallery,1130.0,other,No description,other,images_thesis\401974_1_m.jpg
11418,Unique work,female,22.2,29.9,Not flat,7.0,8.0,Unique,signed,gallery,1658.0,other,Present,other,images_thesis\279448_1_m.jpg
11419,Unique work,female,22.2,29.9,Not flat,10.0,8.0,Unique,signed,gallery,1421.0,other,Present,other,images_thesis\275044_1_m.jpg
11420,Unique work,female,19.7,23.6,Not flat,9.0,8.0,Unique,signed,gallery,1105.0,other,Present,other,images_thesis\275008_1_m.jpg
11421,Unique work,female,25.6,19.7,Not flat,0.0,3.0,Unique,signed,gallery,607.0,acrylic,Present,France,images_thesis\2333070_1_m.jpg
11422,Unique work,female,19.7,27.6,Not flat,0.0,3.0,Unique,signed,gallery,607.0,acrylic,Present,Ukraine,images_thesis\2327664_1_m.jpg
11423,Unique work,unknown,44.9,43.7,Not flat,2.0,9.0,Unique,signed,gallery,31580.0,other,Present,France,images_thesis\2326622_1_m.jpg
11424,Unique work,female,36.2,28.7,Not flat,0.0,9.0,Unique,signed,gallery,2308.0,other,Present,France,images_thesis\2321855_1_m.jpg
11425,Unique work,male,19.7,20.1,Not flat,2.0,2.0,Unique,signed,gallery,745.0,other,No description,other,images_thesis\2321713_1_m.jpg
11426,Unique work,male,14.2,28.0,Not flat,1.0,2.0,Unique,signed,gallery,751.0,other,No description,other,images_thesis\2320921_1_m.jpg
11427,Unique work,male,35.4,106.3,Not flat,0.0,10.0,Unique,signed,gallery,6756.0,acrylic,Present,Spain,images_thesis\2319000_1_m.jpg
11428,Unique work,male,47.2,70.9,Not flat,0.0,10.0,Unique,signed,gallery,7941.0,acrylic,No description,Spain,images_thesis\2318978_1_m.jpg
11429,Unique work,female,25.6,19.7,Not flat,0.0,3.0,Unique,signed,gallery,607.0,acrylic,Present,France,images_thesis\2317797_1_m.jpg
11430,Unique work,female,25.6,19.7,Not flat,0.0,3.0,Unique,signed,gallery,607.0,acrylic,Present,France,images_thesis\2317570_1_m.jpg
11431,Unique work,unknown,11.8,9.8,Not flat,0.0,3.0,Unique,signed,independent,850.0,oil,Present,other,images_thesis\2315579_1_m.jpg
11432,Unique work,unknown,27.6,19.7,Not flat,0.0,8.0,Unique,signed,gallery,273.0,other,Present,other,images_thesis\2310855_1_m.jpg
11433,Unique work,unknown,57.5,44.9,Not flat,2.0,7.0,Unique,signed,gallery,3692.0,other,Present,France,images_thesis\2301610_1_m.jpg
11434,Unique work,male,9.8,21.7,Not flat,0.0,1.0,Unique,signed,gallery,900.0,oil,Present,Ukraine,images_thesis\2298439_1_m.jpg
11435,Unique work,unknown,27.6,21.5,Not flat,14.0,3.0,Unique,signed,independent,972.0,other,Present,other,images_thesis\2297891_1_m.jpg
11436,Unique work,male,11.8,11.8,Not flat,1.0,10.0,Unique,signed,gallery,182.0,acrylic,No description,France,images_thesis\2288507_1_m.jpg
11437,Unique work,male,11.8,11.8,Not flat,1.0,10.0,Unique,signed,gallery,182.0,acrylic,No description,France,images_thesis\2285685_1_m.jpg
11438,Unique work,unknown,19.7,19.7,Not flat,0.0,3.0,Unique,signed,independent,3887.0,other,Present,other,images_thesis\2285559_1_m.jpg
11439,Unique work,female,25.6,19.7,Not flat,1.0,3.0,Unique,signed,gallery,607.0,acrylic,Present,France,images_thesis\2285317_1_m.jpg
11440,Unique work,unknown,13.8,13.8,Not flat,1.0,4.0,Unique,signed,gallery,2126.0,other,Present,United States,images_thesis\2280604_1_m.jpg
11441,Unique work,male,25.6,39.3,Not flat,1.0,3.0,Unique,signed,gallery,3000.0,oil,Present,Ukraine,images_thesis\2279463_1_m.jpg
11442,Unique work,male,47.2,39.3,Not flat,1.0,3.0,Unique,signed,gallery,4500.0,oil,No description,Ukraine,images_thesis\2279455_1_m.jpg
11443,Unique work,male,39.3,43.3,Not flat,1.0,3.0,Unique,signed,gallery,4400.0,oil,No description,Ukraine,images_thesis\2278057_1_m.jpg
11444,Unique work,male,39.3,47.2,Not flat,1.0,3.0,Unique,signed,gallery,4500.0,oil,No description,Ukraine,images_thesis\2278056_1_m.jpg
11445,Unique work,male,39.3,47.2,Not flat,1.0,3.0,Unique,signed,gallery,4400.0,oil,No description,Ukraine,images_thesis\2278055_1_m.jpg
11446,Unique work,male,39.3,31.4,Not flat,1.0,3.0,Unique,signed,gallery,3200.0,oil,No description,Ukraine,images_thesis\2278051_1_m.jpg
11447,Unique work,male,47.2,15.7,Not flat,1.0,11.0,Unique,signed,gallery,972.0,acrylic,No description,France,images_thesis\2275041_1_m.jpg
11448,Unique work,female,19.7,19.7,Not flat,1.0,3.0,Unique,signed,gallery,850.0,acrylic,Present,other,images_thesis\2265403_1_m.jpg
11449,Unique work,female,11.8,23.6,Not flat,1.0,3.0,Unique,signed,gallery,668.0,acrylic,Present,other,images_thesis\2264276_1_m.jpg
11450,Unique work,male,19.7,23.6,Not flat,1.0,5.0,Unique,signed,independent,1093.0,other,Present,other,images_thesis\2260471_1_m.jpg
11451,Unique work,unknown,19.7,15.7,Not flat,1.0,8.0,Unique,signed,gallery,607.0,other,Present,other,images_thesis\2246282_1_m.jpg
11452,Unique work,male,35.4,35.4,Not flat,8.0,10.0,Unique,signed,gallery,911.0,other,No description,France,images_thesis\2242732_1_m.jpg
11453,Unique work,female,39.4,27.6,Not flat,1.0,4.0,Unique,signed,gallery,790.0,other,No description,France,images_thesis\2231009_1_m.jpg
11454,Unique work,male,80.7,129.9,Not flat,1.0,2.0,Unique,signed,gallery,13628.0,other,Present,other,images_thesis\2229933_1_m.jpg
11455,Unique work,unknown,39.4,31.9,Not flat,3.0,6.0,Unique,signed,gallery,14575.0,acrylic,No description,France,images_thesis\2220028_1_m.jpg
11456,Unique work,female,31.5,23.6,Not flat,1.0,3.0,Unique,signed,independent,1834.0,acrylic,Present,other,images_thesis\2218395_1_m.jpg
11457,Unique work,female,23.6,31.5,Not flat,1.0,3.0,Unique,signed,independent,1822.0,acrylic,Present,other,images_thesis\2214859_1_m.jpg
11458,Unique work,female,23.6,39.4,Not flat,1.0,3.0,Unique,signed,independent,1968.0,acrylic,Present,other,images_thesis\2213922_1_m.jpg
11459,Unique work,unknown,23.6,23.6,Not flat,1.0,4.0,Unique,signed,gallery,1215.0,other,Present,France,images_thesis\2208471_1_m.jpg
11460,Unique work,female,23.6,55.1,Not flat,1.0,3.0,Unique,signed,independent,2429.0,acrylic,Present,other,images_thesis\2207123_1_m.jpg
11461,Unique work,female,31.5,23.6,Not flat,1.0,3.0,Unique,signed,independent,1700.0,acrylic,Present,other,images_thesis\2205663_1_m.jpg
11462,Unique work,female,35.4,51.2,Not flat,1.0,3.0,Unique,signed,independent,2429.0,acrylic,Present,other,images_thesis\2205054_1_m.jpg
11463,Unique work,unknown,23.6,23.6,Not flat,1.0,4.0,Unique,signed,gallery,1215.0,other,Present,France,images_thesis\2202403_1_m.jpg
11464,Unique work,female,11.8,14.6,Not flat,1.0,6.0,Unique,signed,independent,650.0,other,Present,other,images_thesis\2195717_1_m.jpg
11465,Unique work,female,39.4,55.1,Not flat,1.0,3.0,Unique,signed,independent,2854.0,acrylic,Present,other,images_thesis\2193000_1_m.jpg
11466,Unique work,female,39.4,39.4,Not flat,1.0,3.0,Unique,signed,independent,2709.0,acrylic,Present,other,images_thesis\2192654_1_m.jpg
11467,Unique work,female,23.6,55.1,Not flat,1.0,3.0,Unique,signed,independent,2429.0,acrylic,Present,other,images_thesis\2192632_1_m.jpg
11468,Unique work,unknown,55.1,39.4,Not flat,3.0,3.0,Unique,signed,gallery,6802.0,other,Present,other,images_thesis\2176169_1_m.jpg
11469,Unique work,female,39.4,23.6,Not flat,1.0,3.0,Unique,signed,independent,2101.0,acrylic,Present,other,images_thesis\2174680_1_m.jpg
11470,Unique work,female,31.5,31.5,Not flat,4.0,3.0,Unique,signed,independent,2113.0,acrylic,Present,other,images_thesis\2171061_1_m.jpg
11471,Unique work,female,27.6,23.6,Not flat,2.0,3.0,Unique,signed,independent,1810.0,acrylic,Present,other,images_thesis\2166011_1_m.jpg
11472,Unique work,female,31.5,47.2,Not flat,2.0,3.0,Unique,signed,independent,2186.0,acrylic,Present,other,images_thesis\2166007_1_m.jpg
11473,Unique work,female,39.4,47.2,Not flat,2.0,3.0,Unique,signed,independent,2551.0,acrylic,Present,other,images_thesis\2166003_1_m.jpg
11474,Unique work,female,39.4,55.1,Not flat,2.0,3.0,Unique,signed,independent,2854.0,acrylic,Present,other,images_thesis\2165991_1_m.jpg
11475,Unique work,female,27.6,51.2,Not flat,1.0,3.0,Unique,signed,independent,2429.0,acrylic,Present,other,images_thesis\2162944_1_m.jpg
11476,Unique work,female,27.6,19.7,Not flat,3.0,3.0,Unique,signed,independent,1579.0,acrylic,Present,other,images_thesis\2161528_1_m.jpg
11477,Unique work,female,23.6,39.4,Not flat,2.0,3.0,Unique,signed,independent,1943.0,acrylic,Present,other,images_thesis\2161525_1_m.jpg
11478,Unique work,female,23.6,55.1,Not flat,2.0,3.0,Unique,signed,independent,2696.0,acrylic,Present,other,images_thesis\2160712_1_m.jpg
11479,Unique work,female,31.5,47.2,Not flat,2.0,3.0,Unique,signed,independent,2126.0,acrylic,Present,other,images_thesis\2160680_1_m.jpg
11480,Unique work,female,31.5,31.5,Not flat,2.0,3.0,Unique,signed,independent,1761.0,acrylic,Present,other,images_thesis\2160671_1_m.jpg
11481,Unique work,male,25.6,19.7,Not flat,1.0,9.0,Unique,signed,gallery,838.0,other,Present,France,images_thesis\2158433_1_m.jpg
11482,Unique work,female,35.4,51.2,Not flat,2.0,3.0,Unique,signed,independent,2551.0,acrylic,Present,other,images_thesis\2155444_1_m.jpg
11483,Unique work,female,35.4,51.2,Not flat,2.0,3.0,Unique,signed,independent,2405.0,acrylic,Present,other,images_thesis\2154158_1_m.jpg
11484,Unique work,female,23.6,55.1,Not flat,2.0,3.0,Unique,signed,independent,2283.0,acrylic,Present,other,images_thesis\2152092_1_m.jpg
11485,Unique work,female,23.6,31.5,Not flat,2.0,3.0,Unique,signed,independent,1652.0,acrylic,Present,other,images_thesis\2150861_1_m.jpg
11486,Unique work,male,31.5,31.5,Not flat,2.0,9.0,Unique,signed,gallery,2308.0,oil,No description,France,images_thesis\2150069_1_m.jpg
11487,Unique work,female,39.4,39.4,Not flat,2.0,3.0,Unique,signed,independent,2223.0,acrylic,Present,other,images_thesis\2148204_1_m.jpg
11488,Unique work,female,35.4,51.2,Not flat,2.0,3.0,Unique,signed,independent,2696.0,acrylic,Present,other,images_thesis\2144101_1_m.jpg
11489,Unique work,female,23.6,31.5,Not flat,4.0,3.0,Unique,signed,independent,1700.0,acrylic,Present,other,images_thesis\2143579_1_m.jpg
11490,Unique work,female,39.4,55.1,Not flat,2.0,3.0,Unique,signed,independent,2842.0,acrylic,Present,other,images_thesis\2143435_1_m.jpg
11491,Unique work,female,39.4,39.4,Not flat,2.0,3.0,Unique,signed,independent,2721.0,acrylic,Present,other,images_thesis\2143107_1_m.jpg
11492,Unique work,female,39.4,23.6,Not flat,2.0,3.0,Unique,signed,independent,2186.0,acrylic,Present,other,images_thesis\2127001_1_m.jpg
11493,Unique work,unknown,31.9,25.6,Not flat,2.0,2.0,Unique,signed,gallery,1154.0,other,No description,other,images_thesis\2116803_1_m.jpg
11494,Unique work,female,31.5,23.6,Not flat,2.0,3.0,Unique,signed,independent,1822.0,acrylic,Present,other,images_thesis\2103987_1_m.jpg
11495,Unique work,female,39.4,39.4,Not flat,2.0,5.0,Unique,signed,gallery,2794.0,acrylic,Present,other,images_thesis\2007084_1_m.jpg
11496,Unique work,female,31.5,39.4,Not flat,3.0,3.0,Unique,signed,independent,3279.0,oil,Present,other,images_thesis\1999680_1_m.jpg
11497,Unique work,female,11.8,15.7,Not flat,3.0,3.0,Unique,signed,independent,862.0,oil,Present,France,images_thesis\1993254_1_m.jpg
11498,Unique work,unknown,37.4,59.1,Not flat,2.0,4.0,Unique,signed,independent,4616.0,other,Present,France,images_thesis\1965873_1_m.jpg
11499,Unique work,female,40.0,30.0,Not flat,3.0,3.0,Unique,signed,gallery,1195.0,acrylic,Present,United States,images_thesis\1830525_1_m.jpg
11500,Unique work,unknown,29.5,33.5,Not flat,13.0,4.0,Unique,signed,gallery,2915.0,other,Present,other,images_thesis\1795548_1_m.jpg
11501,Unique work,male,39.4,78.7,Not flat,3.0,3.0,Unique,signed,independent,3875.0,acrylic,Present,other,images_thesis\1754460_1_m.jpg
11502,Unique work,male,62.2,43.3,Not flat,3.0,3.0,Unique,signed,independent,3644.0,other,No description,other,images_thesis\1721409_1_m.jpg
11503,Unique work,male,61.0,41.3,Not flat,3.0,3.0,Unique,signed,independent,3510.0,acrylic,Present,other,images_thesis\1679826_1_m.jpg
11504,Unique work,unknown,23.6,23.6,Not flat,3.0,6.0,Unique,signed,independent,875.0,oil,Present,other,images_thesis\1644477_1_m.jpg
11505,Unique work,unknown,17.9,20.9,Not flat,4.0,10.0,Unique,signed,gallery,2490.0,oil,No description,other,images_thesis\1594230_1_m.jpg
11506,Unique work,unknown,27.6,19.7,Not flat,4.0,10.0,Unique,signed,gallery,2490.0,oil,No description,other,images_thesis\1594176_1_m.jpg
11507,Unique work,male,39.4,59.1,Not flat,3.0,3.0,Unique,signed,independent,1215.0,other,Present,other,images_thesis\1588680_1_m.jpg
11508,Unique work,male,63.0,63.0,Not flat,3.0,3.0,Unique,signed,independent,3644.0,other,No description,other,images_thesis\1573134_1_m.jpg
11509,Unique work,female,28.7,39.4,Not flat,8.0,9.0,Unique,signed,gallery,2611.0,other,No description,France,images_thesis\1565256_1_m.jpg
11510,Unique work,female,20.1,14.2,Not flat,3.0,3.0,Unique,signed,independent,947.0,other,Present,France,images_thesis\1560522_1_m.jpg
11511,Unique work,male,47.2,31.5,Not flat,6.0,3.0,Unique,signed,independent,3644.0,other,Present,other,images_thesis\1511847_1_m.jpg
