,type,gender_guessed,Height,Width,is_flat,age,years_selling,Uniqueness,is_signed,gallery,price_numeric,painting,description_present,location,image_path
193,Unique work,female,59.1,59.1,Not flat,2.0,6.0,Unique,signed,independent,2890.0,other,Present,other,images_thesis\2157401_1_m.jpg
194,Unique work,unknown,21.7,21.7,Not flat,10.0,4.0,Unique,signed,gallery,850.0,other,Present,other,images_thesis\1328985_1_m.jpg
195,Unique work,unknown,44.5,59.1,Flat,10.0,9.0,Unique,signed,gallery,3037.0,oil,Present,France,images_thesis\35519_1_m.jpg
196,Unique work,unknown,34.3,31.5,Not flat,8.0,8.0,Unique,signed,gallery,972.0,other,No description,France,images_thesis\2294095_1_m.jpg
197,Numbered and limited to 499 copies,unknown,32.7,32.7,Not flat,1.0,5.0,Copy,signed,gallery,1215.0,other,Present,France,images_thesis\2188788_1_m.jpg
198,Unique work,male,15.7,23.2,Not flat,9.0,12.0,Unique,signed,gallery,1700.0,other,No description,France,images_thesis\2162221_1_m.jpg
199,Unique work,male,19.7,15.7,Not flat,3.0,2.0,Unique,signed,gallery,593.0,acrylic,Present,other,images_thesis\2117784_1_m.jpg
200,Unique work,female,50.0,59.1,Not flat,2.0,2.0,Unique,signed,independent,1943.0,acrylic,Present,France,images_thesis\2093178_1_m.jpg
201,Numbered and limited to 8 copies,male,47.2,39.4,Not flat,4.0,5.0,Copy,signed,gallery,2976.0,other,Present,other,images_thesis\1280256_1_m.jpg
202,Unique work,male,39.4,39.4,Not flat,4.0,9.0,Unique,signed,gallery,3887.0,other,Present,France,images_thesis\1272771_1_m.jpg
203,Unique work,female,19.7,24.0,Not flat,4.0,10.0,Unique,signed,gallery,972.0,acrylic,Present,France,images_thesis\1074678_1_m.jpg
204,Unique work,unknown,15.7,31.5,Not flat,3.0,4.0,Unique,signed,gallery,972.0,other,No description,France,images_thesis\2326867_1_m.jpg
205,Unique work,female,19.7,15.7,Not flat,0.0,1.0,Unique,signed,gallery,800.0,other,Present,United States,images_thesis\2324378_1_m.jpg
206,Unique work,male,12.6,16.5,Not flat,1.0,7.0,Unique,signed,gallery,729.0,other,Present,France,images_thesis\2323414_1_m.jpg
207,Unique work,male,31.9,26.4,Not flat,28.0,10.0,Unique,signed,gallery,30366.0,other,No description,France,images_thesis\1368006_1_m.jpg
208,Unique work,unknown,8.0,12.0,Not flat,4.0,4.0,Unique,signed,gallery,972.0,other,No description,United States,images_thesis\1319565_1_m.jpg
209,Unique work,unknown,15.7,15.7,Not flat,0.0,4.0,Unique,signed,gallery,1458.0,oil,Present,France,images_thesis\2312752_1_m.jpg
210,Unique work,male,21.7,18.1,Not flat,4.0,9.0,Unique,signed,gallery,4737.0,acrylic,No description,France,images_thesis\1072908_1_m.jpg
211,Unique work,male,26.8,21.0,Flat,12.0,10.0,Unique,signed,gallery,2168.0,other,Present,United States,images_thesis\521498_1_m.jpg
212,Unique work,unknown,63.0,56.7,Not flat,8.0,7.0,Unique,signed,gallery,25507.0,oil,Present,France,images_thesis\286771_1_m.jpg
213,Unique work,unknown,11.4,7.9,Not flat,5.0,8.0,Unique,signed,gallery,1458.0,other,Present,France,images_thesis\2173365_1_m.jpg
214,Unique work,male,23.6,15.7,Not flat,2.0,2.0,Unique,signed,gallery,850.0,oil,Present,other,images_thesis\2151606_1_m.jpg
215,Unique work,male,23.6,23.6,Not flat,6.0,3.0,Unique,signed,independent,1154.0,oil,Present,other,images_thesis\1648644_1_m.jpg
216,Unique work,unknown,3.9,7.1,Not flat,3.0,6.0,Unique,signed,gallery,1445.0,other,Present,France,images_thesis\2324368_1_m.jpg
217,Unique work,unknown,39.4,39.4,Not flat,1.0,5.0,Unique,signed,gallery,3522.0,other,No description,France,images_thesis\2188779_1_m.jpg
218,Unique work,male,42.0,37.5,Not flat,4.0,3.0,Unique,signed,gallery,2000.0,other,Present,other,images_thesis\1722126_1_m.jpg
219,Unique work,female,19.7,15.7,Not flat,3.0,10.0,Unique,signed,gallery,826.0,oil,No description,other,images_thesis\1446417_1_m.jpg
220,Unique work,unknown,31.9,25.6,Not flat,8.0,4.0,Unique,signed,independent,972.0,oil,Present,France,images_thesis\1365180_1_m.jpg
221,Unique work,female,31.5,27.6,Not flat,4.0,4.0,Unique,signed,independent,2065.0,acrylic,Present,other,images_thesis\1257891_1_m.jpg
222,Unique work,female,5.1,7.9,Flat,63.0,10.0,Unique,signed,gallery,4858.0,oil,No description,France,images_thesis\812232_1_m.jpg
223,Unique work,male,39.4,47.2,Not flat,1.0,8.0,Unique,signed,gallery,644.0,other,Present,other,images_thesis\2303701_1_m.jpg
224,Unique work,unknown,30.0,22.0,Not flat,1.0,2.0,Unique,signed,gallery,6562.0,other,No description,other,images_thesis\2265798_1_m.jpg
225,Unique work,male,31.5,31.5,Not flat,1.0,1.0,Unique,signed,independent,717.0,other,Present,other,images_thesis\2248346_1_m.jpg
226,Unique work,male,35.0,45.7,Not flat,1.0,9.0,Unique,signed,gallery,2429.0,acrylic,No description,France,images_thesis\2248064_1_m.jpg
227,Unique work,male,31.5,31.5,Not flat,2.0,3.0,Unique,signed,gallery,1093.0,oil,Present,other,images_thesis\2138244_1_m.jpg
228,Unique work,female,31.5,31.5,Not flat,3.0,10.0,Unique,signed,gallery,2672.0,other,No description,France,images_thesis\1611462_1_m.jpg
229,Unique work,male,11.4,8.3,Not flat,7.0,6.0,Unique,not signed,gallery,790.0,other,Present,other,images_thesis\1274394_1_m.jpg
230,Unique work,male,27.6,19.7,Not flat,10.0,10.0,Unique,not signed,gallery,2429.0,acrylic,No description,France,images_thesis\536151_1_m.jpg
231,Unique work,unknown,40.4,55.5,Not flat,2.0,10.0,Unique,not signed,gallery,20649.0,acrylic,Present,France,images_thesis\2299044_1_m.jpg
232,Unique work,male,19.7,23.6,Not flat,1.0,4.0,Unique,signed,gallery,668.0,other,Present,France,images_thesis\2272539_1_m.jpg
233,Unique work,male,23.6,23.6,Not flat,2.0,1.0,Unique,signed,independent,972.0,other,Present,France,images_thesis\2175965_1_m.jpg
234,Unique work,unknown,51.2,38.2,Not flat,4.0,4.0,Unique,signed,gallery,5952.0,other,Present,United States,images_thesis\1318479_1_m.jpg
235,Unique work,unknown,36.2,25.6,Flat,4.0,8.0,Unique,signed,gallery,5830.0,oil,No description,France,images_thesis\1223004_1_m.jpg
236,Unique work,male,6.7,5.1,Flat,10.0,10.0,Unique,signed,gallery,559.0,acrylic,Present,United States,images_thesis\705177_1_m.jpg
237,Unique work,female,26.0,40.0,Not flat,1.0,6.0,Unique,signed,independent,1950.0,other,No description,United States,images_thesis\2259839_1_m.jpg
238,Unique work,unknown,16.5,11.8,Flat,3.0,9.0,Unique,signed,gallery,850.0,other,Present,Spain,images_thesis\1745697_1_m.jpg
239,Unique work,male,41.3,61.0,Not flat,3.0,3.0,Unique,signed,independent,2660.0,acrylic,Present,other,images_thesis\1735314_1_m.jpg
240,Unique work,male,23.6,23.6,Not flat,3.0,6.0,Unique,signed,gallery,607.0,other,No description,other,images_thesis\1522545_1_m.jpg
241,Unique work,unknown,19.7,27.6,Not flat,5.0,12.0,Unique,signed,gallery,6559.0,other,Present,France,images_thesis\1208664_1_m.jpg
242,Unique work,unknown,59.1,59.1,Not flat,5.0,5.0,Unique,signed,gallery,9110.0,other,Present,other,images_thesis\1167702_1_m.jpg
243,Unique work,male,13.8,19.7,Not flat,11.0,8.0,Unique,signed,gallery,537.0,acrylic,No description,other,images_thesis\269611_1_m.jpg
244,Unique work,male,32.9,23.2,Not flat,0.0,5.0,Unique,signed,independent,3644.0,other,No description,France,images_thesis\2332850_1_m.jpg
245,Unique work,unknown,27.6,27.6,Not flat,1.0,2.0,Unique,signed,gallery,999.0,oil,Present,other,images_thesis\2221483_1_m.jpg
246,Unique work,female,21.7,18.1,Not flat,6.0,7.0,Unique,signed,independent,656.0,oil,No description,France,images_thesis\1124142_1_m.jpg
247,Unique work,male,129.9,86.6,Not flat,12.0,6.0,Unique,signed,gallery,145755.0,oil,Present,France,images_thesis\907329_1_m.jpg
248,Unique work,unknown,31.5,47.2,Not flat,2.0,9.0,Unique,signed,gallery,972.0,other,Present,France,images_thesis\2284980_1_m.jpg
249,Unique work,male,27.6,19.7,Not flat,1.0,4.0,Unique,signed,independent,547.0,acrylic,Present,other,images_thesis\2269801_1_m.jpg
250,Unique work,female,15.7,15.7,Not flat,2.0,7.0,Unique,signed,gallery,607.0,acrylic,Present,France,images_thesis\2190917_1_m.jpg
251,Unique work,unknown,29.5,19.7,Not flat,2.0,6.0,Unique,signed,gallery,1858.0,acrylic,No description,France,images_thesis\2171881_1_m.jpg
252,Unique work,female,41.3,36.6,Not flat,3.0,6.0,Unique,signed,gallery,729.0,other,Present,France,images_thesis\1440963_1_m.jpg
253,Unique work,male,23.6,21.7,Flat,8.0,10.0,Unique,signed,gallery,1500.0,acrylic,No description,other,images_thesis\1431681_1_m.jpg
254,Unique work,male,17.3,17.3,Not flat,18.0,10.0,Unique,signed,gallery,850.0,other,No description,France,images_thesis\1131864_1_m.jpg
255,Unique work,male,15.7,15.7,Flat,22.0,9.0,Unique,signed,gallery,698.0,acrylic,No description,Spain,images_thesis\995214_1_m.jpg
256,Unique work,female,37.4,25.6,Not flat,1.0,10.0,Unique,signed,gallery,972.0,other,Present,France,images_thesis\2289954_1_m.jpg
257,Unique work,male,39.4,55.1,Not flat,3.0,2.0,Unique,signed,independent,2915.0,acrylic,No description,Spain,images_thesis\2140826_1_m.jpg
258,Unique work,unknown,47.2,47.2,Not flat,3.0,4.0,Unique,signed,gallery,4251.0,other,No description,France,images_thesis\1427445_1_m.jpg
259,Unique work,unknown,31.9,45.7,Not flat,7.0,9.0,Unique,signed,gallery,1822.0,acrylic,No description,France,images_thesis\436956_1_m.jpg
260,Unique work,male,18.9,16.9,Not flat,26.0,10.0,Unique,signed,gallery,3887.0,acrylic,Present,France,images_thesis\23384_1_m.jpg
261,Numbered and limited to 12 copies,unknown,23.6,23.6,Not flat,0.0,11.0,Copy,signed,gallery,972.0,other,Present,other,images_thesis\2311018_1_m.jpg
262,Unique work,male,16.1,12.2,Not flat,1.0,1.0,Unique,signed,gallery,632.0,other,Present,other,images_thesis\2256535_1_m.jpg
263,Unique work,unknown,31.5,31.5,Not flat,8.0,10.0,Unique,not signed,gallery,668.0,other,No description,France,images_thesis\2250591_1_m.jpg
264,Unique work,male,23.6,15.7,Not flat,1.0,1.0,Unique,signed,gallery,723.0,acrylic,Present,other,images_thesis\2235447_1_m.jpg
265,Unique work,female,23.6,13.8,Not flat,4.0,6.0,Unique,signed,gallery,911.0,oil,Present,other,images_thesis\1599471_1_m.jpg
266,Unique work,male,39.3,39.3,Not flat,4.0,4.0,Unique,signed,gallery,3600.0,other,No description,United States,images_thesis\1356699_1_m.jpg
267,Unique work,male,23.6,23.6,Not flat,8.0,10.0,Unique,signed,gallery,729.0,other,No description,France,images_thesis\317026_1_m.jpg
268,Unique work,female,10.2,10.2,Not flat,1.0,6.0,Unique,signed,gallery,340.0,other,Present,other,images_thesis\2283957_1_m.jpg
269,Unique work,male,59.1,47.2,Not flat,1.0,5.0,Unique,signed,independent,9110.0,other,No description,other,images_thesis\2237326_1_m.jpg
270,Unique work,unknown,25.6,19.7,Not flat,7.0,10.0,Unique,signed,gallery,838.0,other,Present,France,images_thesis\1693083_1_m.jpg
271,Unique work,unknown,15.7,15.7,Not flat,3.0,9.0,Unique,signed,gallery,790.0,other,No description,Spain,images_thesis\1557027_1_m.jpg
272,Unique work,male,32.3,25.6,Not flat,54.0,9.0,Unique,signed,gallery,2186.0,oil,No description,France,images_thesis\1472907_1_m.jpg
273,Unique work,male,19.7,15.7,Flat,14.0,10.0,Unique,not signed,gallery,1822.0,other,No description,France,images_thesis\801444_1_m.jpg
274,Unique work,female,16.5,16.9,Not flat,0.0,11.0,Unique,signed,gallery,972.0,other,No description,France,images_thesis\2317540_1_m.jpg
275,Unique work,unknown,31.5,23.6,Not flat,3.0,11.0,Unique,signed,gallery,972.0,other,No description,France,images_thesis\2310438_1_m.jpg
276,Numbered and limited to 20 copies,unknown,17.7,35.4,Not flat,3.0,8.0,Copy,signed,gallery,1822.0,other,No description,France,images_thesis\2242288_1_m.jpg
277,Unique work,male,25.6,19.7,Not flat,69.0,1.0,Unique,signed,gallery,2186.0,other,No description,Spain,images_thesis\2181967_1_m.jpg
278,Unique work,male,39.4,27.6,Not flat,3.0,4.0,Unique,signed,independent,2891.0,acrylic,Present,other,images_thesis\1721808_1_m.jpg
279,Unique work,female,11.8,11.8,Not flat,4.0,8.0,Unique,signed,gallery,668.0,oil,No description,France,images_thesis\1035309_1_m.jpg
280,Unique work,unknown,19.7,15.7,Flat,7.0,10.0,Unique,signed,gallery,3000.0,acrylic,No description,other,images_thesis\415537_1_m.jpg
281,Unique work,male,45.3,33.1,Not flat,38.0,9.0,Unique,signed,gallery,11539.0,other,Present,France,images_thesis\302782_1_m.jpg
282,Unique work,female,19.6,27.5,Not flat,1.0,3.0,Unique,signed,gallery,820.0,acrylic,No description,other,images_thesis\2306219_1_m.jpg
283,Unique work,unknown,16.0,20.0,Not flat,3.0,3.0,Unique,signed,gallery,570.0,acrylic,Present,United States,images_thesis\1866579_1_m.jpg
284,Unique work,male,47.2,47.2,Not flat,6.0,11.0,Unique,signed,gallery,6680.0,other,No description,France,images_thesis\1480521_1_m.jpg
285,Numbered and limited to 3 copies,male,26.8,35.4,Not flat,8.0,10.0,Copy,signed,gallery,3401.0,other,No description,other,images_thesis\999078_1_m.jpg
286,Unique work,unknown,22.0,18.1,Not flat,1.0,9.0,Unique,signed,gallery,1336.0,other,No description,France,images_thesis\2273692_1_m.jpg
287,Unique work,female,27.6,31.5,Not flat,1.0,2.0,Unique,signed,gallery,890.0,oil,Present,other,images_thesis\2245279_1_m.jpg
288,Unique work,male,27.6,23.6,Not flat,1.0,2.0,Unique,signed,gallery,890.0,oil,Present,other,images_thesis\2218002_1_m.jpg
289,Unique work,unknown,31.5,31.5,Not flat,2.0,2.0,Unique,signed,gallery,3644.0,other,Present,France,images_thesis\1906824_1_m.jpg
290,Unique work,male,5.0,12.75,Flat,60.0,9.0,Unique,signed,gallery,2500.0,oil,Present,United States,images_thesis\1368639_1_m.jpg
291,Unique work,female,20.1,15.7,Not flat,5.0,9.0,Unique,signed,gallery,629.0,other,Present,other,images_thesis\1326405_1_m.jpg
292,Unique work,female,39.4,25.6,Not flat,7.0,9.0,Unique,signed,gallery,2915.0,acrylic,No description,France,images_thesis\488995_1_m.jpg
293,Unique work,unknown,23.6,19.7,Not flat,0.0,2.0,Unique,signed,gallery,750.0,oil,Present,other,images_thesis\2297522_1_m.jpg
294,Unique work,male,12.0,16.0,Not flat,1.0,3.0,Unique,signed,gallery,650.0,acrylic,No description,other,images_thesis\2279832_1_m.jpg
295,Unique work,female,15.7,23.6,Not flat,2.0,2.0,Unique,signed,gallery,600.0,oil,No description,other,images_thesis\1913691_1_m.jpg
296,Unique work,female,59.1,19.7,Not flat,3.0,3.0,Unique,signed,gallery,3401.0,other,Present,France,images_thesis\1730229_1_m.jpg
297,Unique work,male,8.5,11.8,Flat,9.0,8.0,Unique,signed,gallery,22471.0,other,Present,Spain,images_thesis\1532892_1_m.jpg
298,Unique work,male,25.6,19.7,Flat,34.0,10.0,Unique,signed,gallery,12754.0,other,No description,other,images_thesis\1228560_1_m.jpg
299,Unique work,male,16.0,20.0,Not flat,0.0,1.0,Unique,signed,gallery,650.0,oil,Present,Ukraine,images_thesis\2325991_1_m.jpg
300,Unique work,male,36.2,36.2,Not flat,1.0,3.0,Unique,signed,gallery,1700.0,acrylic,Present,Ukraine,images_thesis\2319224_1_m.jpg
301,Unique work,unknown,31.5,23.6,Not flat,0.0,5.0,Unique,signed,gallery,777.0,other,Present,France,images_thesis\2295199_1_m.jpg
302,Unique work,male,23.6,35.4,Not flat,1.0,1.0,Unique,signed,gallery,644.0,other,Present,Ukraine,images_thesis\2293656_1_m.jpg
303,Unique work,unknown,19.7,15.7,Not flat,2.0,3.0,Unique,signed,independent,5344.0,oil,Present,other,images_thesis\2289107_1_m.jpg
304,Unique work,female,36.0,24.0,Not flat,5.0,3.0,Unique,signed,gallery,850.0,oil,Present,other,images_thesis\2285658_1_m.jpg
305,Unique work,female,31.5,23.6,Not flat,1.0,3.0,Unique,signed,gallery,729.0,acrylic,Present,Ukraine,images_thesis\2250257_1_m.jpg
306,Unique work,male,15.7,15.7,Not flat,3.0,3.0,Unique,signed,gallery,660.0,acrylic,Present,Spain,images_thesis\1842870_1_m.jpg
307,Unique work,female,25.2,19.7,Not flat,7.0,4.0,Unique,signed,independent,3037.0,other,Present,France,images_thesis\1078470_1_m.jpg
308,Unique work,male,47.2,31.5,Not flat,5.0,11.0,Unique,signed,gallery,4130.0,acrylic,No description,France,images_thesis\853356_1_m.jpg
309,Unique work,unknown,40.0,36.0,Not flat,1.0,3.0,Unique,signed,gallery,2300.0,other,No description,other,images_thesis\2301745_1_m.jpg
310,Unique work,male,23.4,15.6,Not flat,38.0,9.0,Unique,signed,gallery,972.0,other,No description,France,images_thesis\2294638_1_m.jpg
311,Unique work,unknown,23.6,59.1,Not flat,3.0,3.0,Unique,signed,gallery,717.0,acrylic,Present,other,images_thesis\2284581_1_m.jpg
312,Unique work,female,31.5,23.6,Not flat,2.0,1.0,Unique,signed,gallery,600.0,acrylic,Present,United States,images_thesis\2282264_1_m.jpg
313,Unique work,male,27.6,19.7,Not flat,1.0,1.0,Unique,signed,independent,972.0,other,Present,France,images_thesis\2248739_1_m.jpg
314,Unique work,male,25.6,20.1,Not flat,11.0,1.0,Unique,signed,gallery,972.0,other,No description,other,images_thesis\2214940_1_m.jpg
315,Unique work,unknown,47.2,39.4,Not flat,5.0,11.0,Unique,signed,gallery,5952.0,acrylic,No description,France,images_thesis\2211332_1_m.jpg
316,Unique work,female,31.5,31.5,Not flat,3.0,3.0,Unique,signed,gallery,800.0,acrylic,Present,other,images_thesis\1880067_1_m.jpg
317,Unique work,male,32.9,21.8,Flat,4.0,7.0,Unique,signed,gallery,717.0,other,Present,France,images_thesis\1318413_1_m.jpg
318,Unique work,male,27.6,27.6,Not flat,42.0,6.0,Unique,not signed,gallery,1700.0,oil,Present,other,images_thesis\1137861_1_m.jpg
319,Unique work,male,7.9,11.0,Flat,32.0,5.0,Unique,signed,gallery,1579.0,acrylic,No description,France,images_thesis\979020_1_m.jpg
320,Numbered and limited to 99 copies,unknown,11.8,11.8,Not flat,0.0,4.0,Copy,signed,gallery,638.0,other,No description,other,images_thesis\2290244_1_m.jpg
321,Unique work,unknown,31.5,25.6,Not flat,1.0,12.0,Unique,signed,gallery,2672.0,other,No description,other,images_thesis\2200066_1_m.jpg
322,Unique work,unknown,27.6,39.4,Not flat,5.0,4.0,Unique,signed,gallery,4251.0,oil,No description,France,images_thesis\2168837_1_m.jpg
323,Unique work,female,19.7,19.7,Not flat,4.0,3.0,Unique,signed,gallery,972.0,other,Present,other,images_thesis\2156123_1_m.jpg
324,Unique work,female,45.7,35.0,Not flat,4.0,3.0,Unique,signed,gallery,3150.0,oil,Present,Spain,images_thesis\2050935_1_m.jpg
325,Unique work,unknown,39.4,39.4,Not flat,5.0,9.0,Unique,signed,gallery,972.0,other,No description,France,images_thesis\959886_1_m.jpg
326,Unique work,male,19.7,19.7,Not flat,5.0,9.0,Unique,signed,gallery,2004.0,other,No description,France,images_thesis\885270_1_m.jpg
327,Unique work,unknown,44.0,44.0,Flat,32.0,9.0,Unique,signed,gallery,25000.0,other,Present,United States,images_thesis\72127_1_m.jpg
328,Unique work,female,19.7,15.7,Not flat,1.0,3.0,Unique,signed,gallery,729.0,other,Present,Ukraine,images_thesis\2244559_1_m.jpg
329,Unique work,female,26.4,29.9,Not flat,1.0,10.0,Unique,signed,gallery,1579.0,oil,No description,France,images_thesis\2203000_1_m.jpg
330,Unique work,male,31.5,39.4,Not flat,35.0,2.0,Unique,signed,gallery,2308.0,oil,No description,France,images_thesis\2173934_1_m.jpg
331,Unique work,male,20.1,20.1,Not flat,3.0,10.0,Unique,signed,gallery,1329.0,other,No description,other,images_thesis\1585908_1_m.jpg
332,Unique work,unknown,48.0,43.3,Not flat,3.0,7.0,Unique,signed,independent,3522.0,other,Present,France,images_thesis\1460793_1_m.jpg
333,Unique work,unknown,40.2,12.2,Not flat,3.0,7.0,Unique,signed,gallery,590.0,other,Present,France,images_thesis\1443411_1_m.jpg
334,Unique work,female,27.6,19.7,Flat,35.0,9.0,Unique,not signed,gallery,607.0,other,No description,Spain,images_thesis\975447_1_m.jpg
335,Unique work,unknown,36.2,28.7,Not flat,6.0,9.0,Unique,signed,gallery,668.0,other,No description,France,images_thesis\666672_1_m.jpg
